"gloss","target_child_name","part_of_speech","target_child_sex"
"that's good that's",NA,"pro:dem adj pro:rel","male"
"and red caboose",NA,"coord adj n","male"
"very good William",NA,"adv adj n:prop","male"
"engine black and red caboose",NA,"n n coord adj n","male"
"let's get ready to celebrate",NA,"v v adj inf v","male"
"the quick queen of Quincy and her quacking quackaroo",NA,"det:art adj n prep n:prop coord det:poss n:gerund wplay","male"
"where's William's toes",NA,"pro:int adj n","male"
"very good",NA,"adv adj","male"
"round the mountains high and steep through the valleys low and deep",NA,"adv det:art n n coord v prep det:art n n coord adj","male"
"wow Mommy's so proud of you",NA,"co adj adv adj prep pro:per","male"
"it's pajama time",NA,"pro:per adj n","male"
"that one's r",NA,"comp adj n:let","male"
"once it'll go around here and then it'll go back around the big one it'll go twice",NA,"adv pro:per v prep n coord adv:tem pro:per v adv prep det:art adj pro:indef pro:per v adv","male"
"beautiful",NA,"adj","male"
"watch just watch",NA,"n adj n","male"
"that's beautiful William",NA,"pro:dem adj n:prop","male"
"wait wait wait just watch",NA,"co co v adj n","male"
"get yourself set to pajama dee_bop",NA,"v pro:refl n prep adj neo","male"
"it's pajama time",NA,"pro:per adj n","male"
"dyou wanna open up this red",NA,"mod pro:per v v prep det:dem adj","male"
"across the river swift and wide",NA,"prep det:art n n coord adj","male"
"these kind of pants stay up by going over your shoulders okay",NA,"det:dem adj prep v v adv prep part prep det:poss n co","male"
"now some are old and some are new",NA,"adv pro:indef cop adj coord qn cop adj","male"
"some are red",NA,"pro:indef cop adj","male"
"xxx that's s this one's r",NA,"pro:dem n:let det:dem adj n:let","male"
"on the top row",NA,"prep det:art adj n","female"
"William trust Mommy okay",NA,"n:prop n n:prop adj","male"
"in the station workers wait ready to unload the freight",NA,"prep det:art n n v adj prep v det:art n","male"
"nice flag",NA,"adj n","female"
"don't get mad at this it was mommy",NA,"mod v adj prep det:dem pro:per cop n","male"
"so that they stay up and you hafta put yer arms through very good",NA,"adv comp pro:sub v adv coord pro:per mod v det:poss n adj adv adj","male"
"nope another one on the top row",NA,"co qn pro:indef prep det:art adj n","female"
"boxcars empty one by one the sun is setting job well done",NA,"n adj det:num prep det:num det:art n aux part n adv part","male"
"yeah that's blue and these are red",NA,"co pro:dem adj coord pro:dem cop adj","male"
"Rosy's going riding on a red rhinoceros",NA,"n:prop part part prep det:art adj n","male"
"oh the far guy huh",NA,"co det:art adj n co","male"
"some are fuzzy",NA,"pro:indef cop adj","male"
"very good William that is how you do it",NA,"adv adj n:prop pro:rel cop pro:int pro:per v pro:per","male"
"we'll try to stay on the paper okay",NA,"pro:sub v inf v prep det:art n adj","male"
"that's why I asked you if it was gonna be possible I would've called her because it's uh",NA,"pro:dem pro:int pro:sub v pro:per conj pro:per aux part cop adj pro:sub mod v part pro:obj conj pro:per","male"
"Kate's very very pregnant she's due in December",NA,"n:prop cop adv adv adj pro:sub n prep n:prop","male"
"that one's s",NA,"comp adj n:let","male"
"I can't believe it this weather is unbelievable",NA,"pro:sub mod v pro:per det:dem n cop adj","male"
"silly Sammy Slick sipped six sodas and got sick sick sick",NA,"co n:prop n:prop part det:num n coord v adj adj adj","male"
"okay okay",NA,"co adj","male"
"come on give it to Mama woo good throw",NA,"v adv v pro:per prep n:prop v adj v","male"
"it's unbelievable",NA,"pro:per adj","male"
"sleepy sleepy choo_choo until tomorrow woo ooh woo",NA,"adj adj on prep adv:tem v v v","male"
"but we can all pajamee in whatever we got it's pajama time",NA,"conj pro:sub mod adv wplay adv pro:int pro:sub v pro:per adj n","male"
"good throw here catch",NA,"adj v adv v","male"
"y'know I'm starting to think that maybe the door's open",NA,"pro:per v pro:sub part inf v pro:dem adv det:art adj adj","male"
"yeah I'm sorry",NA,"co pro:sub adj","male"
"whale okay",NA,"n adj","female"
"I'm sorry it's your game",NA,"pro:sub adj pro:per det:poss n","male"
"I'm glad you love this book",NA,"pro:sub adj pro:per v det:dem n","male"
"that is red it's pajama time",NA,"pro:dem cop adj pro:per adj n","male"
"some are pink and some are green",NA,"pro:indef cop adj coord qn aux n","male"
"oh you mad",NA,"co pro:per adj","male"
"I'm comin I just think the door's open or somethin William",NA,"pro:sub part pro:sub adv v det:art adj adj coord pro:indef n:prop","male"
"I'm sorry buddy",NA,"pro:sub adj n","male"
"and some are the ugliest you've ever seen",NA,"coord qn cop det:art adj pro:per adv part","male"
"have a good day",NA,"v det:art adj n","male"
"I'm gonna take it away and you're not gonna be able to color",NA,"pro:sub part v pro:per adv coord pro:per neg part inf cop adj inf v","male"
"oh that's not nice",NA,"co pro:dem neg adj","male"
"ugly",NA,"adj","male"
"and these windows are really old",NA,"coord det:dem n cop adv adj","male"
"does Jamie know that Katie's not gonna",NA,"mod n:prop v adv adj neg part","male"
"and you do such a beautiful job William Mommy is so impressed with your talent",NA,"coord pro:per v qn det:art adj n n:prop n:prop aux adv part prep det:poss n","male"
"they might be stripy or polka dot",NA,"pro:sub mod cop adj coord n n","male"
"but we can all pajamee in whatever we got it's pajama time",NA,"conj pro:sub mod adv wplay adv pro:int pro:sub v pro:per adj n","male"
"don't jump that's right William",NA,"mod v pro:rel adj n:prop","male"
"uncle Ubb's umbrella and his underwear too",NA,"n adj n coord det:poss n adv","male"
"good push push push push down more",NA,"adj n n n n prep pro:indef","male"
"oh okay",NA,"co adj","male"
"oh good job",NA,"co adj n","male"
"this one's hard",NA,"pro:dem pro:indef adj","male"
"good job",NA,"adj n","male"
"yeah pajama to the left",NA,"co adj prep det:art adj","male"
"v Vera Violet Ven is very very very awful on her violin",NA,"n:let n:prop n:prop n:prop cop adv adv adv adj prep det:poss n","male"
"pajama to the right",NA,"adj prep det:art adj","male"
"red green purple orange purple orange",NA,"adj n n n adj n","male"
"pretzels oh okay yes",NA,"n co adj co","male"
"red green purple orange",NA,"adj n n n","male"
"and ya push it through",NA,"coord pro:per v pro:per adj","male"
"pajama pajama pajama pajama p j",NA,"adj adj adj adj n:let n:let","male"
"that's when you hafta be five to know how to do this one because it's hard to",NA,"pro:dem conj pro:per mod cop det:num inf v pro:int inf v det:dem pro:indef conj pro:per adj inf","female"
"can ya push it through",NA,"mod pro:per v pro:per adj","male"
"you have an awful lot of energy",NA,"pro:per v det:art adj n prep n","male"
"push it through",NA,"v pro:per adj","male"
"shaky shaky shaky",NA,"adj adj adj","male"
"red",NA,"adj","male"
"that was the blue and white striped right",NA,"pro:dem cop det:art n coord adj part adj","male"
"that's a good job William",NA,"pro:dem det:art adj n n:prop","male"
"they're different",NA,"pro:sub adj","male"
"you look very serious",NA,"pro:per v adv adj","male"
"purple",NA,"adj","male"
"orange",NA,"adj","male"
"blue and red",NA,"adj coord adj","male"
"you don't need to hold it even it's just gonna record xxx xxx anyway",NA,"pro:per mod v inf v pro:per adj pro:per adv part v adv","female"
"that's not green William that's a blue and white striped",NA,"pro:dem neg adj n:prop pro:dem det:art n coord adj part","male"
"good job",NA,"adj n","male"
"that's good trying to use the orange but listen",NA,"pro:dem adj n:gerund inf v det:art n conj v","male"
"pajama pajama pajama pajama p j",NA,"adj adj adj adj n:let n:let","male"
"have a good day",NA,"v det:art adj n","male"
"have a good day",NA,"v det:art adj n","male"
"now all around the room one big line",NA,"adv adv prep det:art n det:num adj n","male"
"that's what makes the light turn on",NA,"pro:dem pro:int v det:art adj n adv","male"
"can you get me a red block",NA,"mod pro:per v pro:obj det:art adj n","male"
"ya know what lemme get the scissors the tape is easier to cut than it is to rip off",NA,"pro:per v pro:int v pro:obj v det:art n det:art n cop adj prep n prep pro:per cop inf v adv","male"
"that's green",NA,"pro:dem adj","male"
"blue that's red",NA,"adj pro:dem adj","male"
"no orange okay",NA,"qn n adj","male"
"red blue yellow",NA,"adj n n","male"
"that's fine now you hafta just move the lever push the lever the other way",NA,"pro:dem adj adv pro:per mod adj n det:art n n det:art n det:art qn n","male"
"oh maybe mommy'll just break down and get you a table for this thing huh",NA,"co adv n mod adj n adv coord v pro:per det:art n prep det:dem n co","male"
"red blue yellow",NA,"adj n n","male"
"train that one's a train",NA,"n pro:rel adj det:art n","male"
"blue blue blue blue yellow blue red",NA,"adj n n n n n n","male"
"you're right there's a little tiny triangle right there",NA,"pro:per adj pro:exist det:art adj adj n adv adv","male"
"x is very useful if your name is Nixie Knox",NA,"n:let cop adv adj comp det:poss n cop n:prop n:prop","male"
"xxx feels cool",NA,"v adj","male"
"now all around the room in one big line",NA,"adv adv prep det:art n adv det:num adj n","male"
"it doesn't feel too hot",NA,"pro:per mod v adv adj","male"
"it also comes in handy spelling axe and extra fox",NA,"pro:per adv v adv adj n:gerund n coord adj n","male"
"xxx this one's a y",NA,"pro:dem adj det:art n:let","male"
"red",NA,"adj","male"
"in William's chair",NA,"prep adj n","male"
"it could be hot",NA,"pro:per mod cop adj","male"
"the itsy bitsy spider",NA,"det:art adj adj n","male"
"what does that mean",NA,"pro:int mod pro:dem adj","male"
"you're on the track silly goose",NA,"pro:per adv det:art n adj n","male"
"yeah there's Clifford's dog+house",NA,"co pro:exist adj","male"
"can be hot sometimes William",NA,"mod cop adj adv n:prop","male"
"hey runny nose boy",NA,"co adj n n","male"
"look and here's Clifford's bowl to eat with",NA,"v coord pro:exist adj n inf v prep","male"
"it's pajama time",NA,"pro:per adj n","male"
"I don't hear you making any sound choo choo chuka chuka chuka chuka chuka chuka chuka",NA,"pro:sub mod v pro:per part qn adj on on on on on on on on on","male"
"look here's a little knife to use",NA,"co pro:exist det:art adj n prep n","male"
"guess it's good that it's coming out right",NA,"n pro:per adj adv pro:per part adv adj","male"
"oh that's an orange egg",NA,"co pro:dem det:art adj n","male"
"camere alright",NA,"v adv adj","male"
"friends is the hard one f r i e n d s",NA,"n cop det:art adj pro:indef n:let n:let n:let n:let n:let n:let n:let","female"
"I know this one's the most fun isn't it",NA,"pro:sub v det:dem adj det:art qn n cop pro:per","male"
"you can have a party in your dreams tonight it's pajama time",NA,"pro:per mod v det:art n prep det:poss n adv:tem pro:per adj n","male"
"I'm gonna shut it off okay",NA,"pro:sub part v pro:per adv adj","male"
"you can just push the train",NA,"pro:per mod adj n det:art n","male"
"hush hush it's pajama time",NA,"n n pro:per adj n","male"
"hush hush it's pajama time",NA,"n n pro:per adj n","male"
"shh good night sleep tight",NA,"co adj n n adv","male"
"yep which one's the school+bus",NA,"co pro:rel adj det:art","male"
"here let me put it right here for you okay",NA,"adv v pro:obj v pro:per adv adv prep pro:per adj","male"
"is it possible for us to go outside",NA,"aux pro:per adj prep pro:obj inf v adv","male"
"get yourself ready to pajama",NA,"v pro:refl adj prep adj","male"
"that's okay honey",NA,"pro:dem adj n","male"
"yeah they might be a little hard to discern",NA,"co pro:sub mod cop det:art adj adj inf v","male"
"I'll add another little piece which we should have right",NA,"pro:sub v qn adj n pro:rel pro:sub mod v co","male"
"it's okay",NA,"pro:per adj","male"
"alright hold on Will okay",NA,"co n adv n:prop adj","male"
"Mommy's",NA,"adj","male"
"good job",NA,"adj n","male"
"it's okay",NA,"pro:per adj","male"
"it's not like the fruit William it's just a crayon",NA,"pro:per neg prep det:art n n:prop pro:per adj det:art n","male"
"very good very good yeah",NA,"adv adj adv adj co","male"
"crayons are not food we don't eat them they don't taste good",NA,"n cop neg n pro:sub mod v pro:obj pro:sub mod v adj","male"
"Mommy's",NA,"adj","male"
"we'll just make this one a little longer",NA,"pro:sub adv v det:dem pro:indef det:art adj adj","male"
"my husband left the back door open and he keeps seeing that",NA,"det:poss n v det:art adj n adj coord pro:sub v part comp","male"
"you have a little",NA,"pro:per v det:art adj","male"
"I knew it was kind of a",NA,"pro:sub v pro:per cop adj prep det:art","male"
"oh very good",NA,"co adv adj","male"
"very good putting the puzzle pieces in",NA,"adv adj n:gerund det:art n n adv","male"
"this is the tricky way because instead of the words just reading like that they can go up and down and everywhere huh",NA,"pro:dem cop det:art adj adv conj adv prep det:art n adj n:gerund co adv pro:sub mod v adv coord adv coord adv co","female"
"it's over almost over okay",NA,"pro:per adv adv prep adj","male"
"I don't know well it's not much longer anyway right",NA,"pro:sub mod v adv pro:per neg adv adj adv co","male"
"diagonal",NA,"adj","female"
"big z little z",NA,"adj n:let adj n:let","male"
"I think he'll be happier he's just",NA,"pro:sub v pro:sub cop adj pro:sub adv","male"
"you're doing very good",NA,"pro:per part adv adj","male"
"okay William that's fine we're done",NA,"co n:prop pro:dem adj pro:sub part","male"
"good xxx",NA,"adj","female"
"okay great",NA,"co adj","male"
"okay just turn it over so the tracks are showing",NA,"adj adj v pro:per adv co det:art n aux part","male"
"you're not gonna like this pineapple it's bitter",NA,"pro:per neg part co det:dem n pro:per adj","male"
"it's okay",NA,"pro:per adj","male"
"if you're happy and you know it clap yer hands",NA,"conj pro:per adj coord pro:per v pro:per v det:poss n","male"
